ProbeIDs	GAOM_10	GAOM_11	GAOM_1	GAOM_2	GAOM_3	GAOM_6
Gstt3	294	277	179	207	264	246
Gstt4	0	0	0	0	1	0
Gstz1	274	345	238	300	316	330
Gsx1	0	0	0	0	0	0
Gsx2	0	0	0	0	0	0
Gt(ROSA)26Sor	5	10	0	1	4	9
Gtdc1	28	31	22	35	24	31
Gtf2a1	68	96	81	76	97	70
Gtf2a1l	0	0	0	0	0	0
Gtf2a2	95	124	70	109	86	110
Gtf2b	166	165	191	153	143	220
Gtf2e1	40	42	55	46	43	55
Gtf2e2	56	71	91	86	105	93
Gtf2f1	147	105	70	64	88	133
Gtf2f2	59	63	59	65	63	74
Gtf2h1	192	209	187	143	196	230
Gtf2h2	34	16	19	33	24	31
Gtf2h3	86	77	74	63	59	104
Gtf2h4	31	32	29	20	26	35
Gtf2h5	108	156	138	176	167	166
Gtf2i	592	631	467	418	517	747
Gtf2ird1	64	76	30	43	58	66
Gtf2ird2	45	58	33	29	20	46
Gtf3a	147	142	89	96	102	130
Gtf3c1	197	225	104	98	104	188
Gtf3c2	266	315	216	181	220	282
Gtf3c3	28	42	51	37	44	47
Gtf3c4	123	109	129	70	70	123
Gtf3c5	373	358	264	217	326	376
Gtf3c6	73	65	68	69	94	108
Gtl3	78	95	64	90	126	98
Gtpbp1	225	214	141	128	154	162
Gtpbp10	26	26	29	19	43	27
Gtpbp2	149	200	130	93	136	217
Gtpbp3	68	56	32	48	49	48
Gtpbp4	131	123	176	128	126	245
Gtpbp5	70	78	80	55	86	74
Gtpbp6	18	19	8	11	9	13
Gtpbp8	33	37	46	20	47	38
Gtse1	16	18	3	7	4	6
Gtsf1	0	0	0	0	0	0
Gtsf1l	0	0	0	0	0	0
Guca1a	7	6	4	4	9	12
Guca1b	0	0	1	0	0	1
Guca2a	0	0	0	0	0	0
Guca2b	0	0	0	0	0	0
Gucy1a2	0	1	2	1	0	2
Gucy1a3	6	9	5	24	9	13
Gucy1b2	0	0	0	0	0	0
Gucy1b3	30	15	3	29	19	15
Gucy2c	0	0	0	0	0	1
Gucy2d	0	0	0	0	0	0
Gucy2e	0	0	0	0	0	0
Gucy2f	0	0	0	0	0	0
Gucy2g	0	0	0	0	0	0
Guf1	68	58	47	50	38	55
Guk1	358	297	204	326	291	389
Gulo	6	1	3	12	7	3
Gulp1	1	1	0	8	0	2
Gusb	516	226	147	257	225	276
Gvin1	0	0	0	0	0	0
Gxylt1	77	97	79	74	63	93
Gxylt2	0	0	0	0	0	1
Gyg	187	249	193	202	258	248
Gyk	40	28	25	30	23	25
Gykl1	0	0	0	0	0	0
Gyltl1b	195	182	69	104	132	183
Gypa	0	0	0	1	0	0
Gypc	0	0	3	11	1	1
Gys1	184	151	56	75	123	126
Gys2	0	0	0	0	0	0
Gzf1	154	179	276	111	140	163
Gzma	0	0	0	0	0	0
Gzmb	0	0	0	0	0	0
Gzmc	0	0	0	0	0	0
Gzmd	0	0	0	0	0	0
Gzme	0	0	0	0	0	0
Gzmf	0	0	0	0	0	0
Gzmg	0	0	0	0	0	0
Gzmk	0	0	0	2	0	0
Gzmm	2	3	0	1	0	2
Gzmn	0	0	0	0	0	0
H13	1995	1633	1052	1114	1422	1651
H19	0	0	1	2	0	5
H1f0	1558	1953	1175	1200	2073	1524
H1fnt	0	0	0	0	0	0
H1foo	0	0	0	0	0	0
H1fx	1	0	0	0	1	0
H2-Aa	38	21	25	364	7	7
H2-Ab1	29	13	8	127	6	3
H2-Bl	3	2	1	0	1	0
H2-D1	612	551	368	783	461	676
H2-DMa	0	2	1	14	1	0
H2-DMb1	6	0	2	10	1	2
H2-DMb2	2	2	0	10	0	0
H2-Ea-ps	0	0	0	0	0	0
H2-Eb1	18	7	15	127	4	9
H2-Eb2	2	0	0	11	0	0
H2-Gs10	36	26	16	71	13	50
H2-K1	853	715	351	1045	580	1012
H2-K2	2	6	2	4	0	5
H2-Ke2	113	135	74	95	138	148
H2-Ke6	159	159	94	102	122	151
H2-M1	0	0	0	0	0	0
H2-M10.1	0	0	0	0	0	0
H2-M10.2	0	0	0	0	0	0
H2-M10.3	0	0	0	0	0	0
H2-M10.4	0	0	0	0	0	0
H2-M10.5	0	0	0	0	0	0
H2-M10.6	0	0	0	0	0	0
H2-M11	0	0	0	0	0	0
H2-M2	0	0	0	2	0	0
H2-M3	0	0	3	9	4	5
H2-M5	0	0	0	0	0	0
H2-M9	0	0	0	0	0	0
H2-Oa	1	3	1	9	0	0
H2-Ob	4	2	0	31	0	0
H2-Q1	0	0	0	0	0	0
H2-Q10	2	0	0	0	0	0
H2-Q2	33	24	18	32	32	23
H2-Q6	9	1	0	10	0	1
H2-Q7	0	0	0	0	0	0
H2-Q8	0	0	0	1	0	0
H2-Q9	0	0	0	0	0	0
H2-T10	3	2	0	14	0	0
H2-T22	1	4	2	1	1	3
H2-T23	7	19	7	42	15	45
H2-T24	27	8	1	8	5	27
H2-T3	0	1	0	0	0	0
H2-T9	0	0	0	0	0	0
H28	0	0	0	3	1	2
H2afb1	0	0	0	0	0	0
H2afj	31	37	8	14	30	24
H2afv	74	152	56	103	128	131
H2afx	18	36	14	14	11	19
H2afy	134	147	91	109	108	151
H2afy2	2	2	0	2	0	2
H2afy3	1	1	1	0	0	1
H2afz	41	34	31	50	38	48
H3f3a	48	26	36	35	44	43
H3f3b	1216	1670	759	1137	1396	1641
H47	1174	1494	993	1204	1268	1378
H60b	0	0	2	0	0	1
H60c	0	0	0	0	0	0
H6pd	113	112	52	107	103	116
Haao	2	0	0	2	0	0
Habp2	1043	761	506	688	993	1002
Habp4	49	59	56	48	44	64
Hace1	17	39	25	37	28	34
Hacl1	19	16	15	16	23	13
Hadh	714	681	471	583	640	691
Hadha	498	653	537	415	616	684
Hadhb	39	45	35	45	45	49
Hagh	534	446	364	387	417	472
Haghl	25	26	12	13	25	15
Hal	1	0	3	1	1	0
Hamp	0	0	0	2	1	0
Hamp2	874	886	823	808	1051	690
Hand1	0	0	0	0	0	0
Hand2	0	0	0	2	0	0
Hao1	0	0	0	0	0	0
Hao2	0	0	0	1	0	0
Hap1	19	25	4	9	9	22
Hapln1	1	4	0	0	5	2
Hapln2	0	0	0	0	0	0
Hapln3	0	0	0	0	0	0
Hapln4	16	14	128	117	12	131
Harbi1	71	90	92	59	91	82
Hars	473	350	325	300	333	390
Hars2	80	107	60	74	96	95
Has1	0	0	0	7	0	1
Has2	0	0	1	3	0	0
Has2as	0	0	0	0	0	0
Has3	1	0	1	2	0	2
Hat1	52	59	42	95	35	72
Haus1	23	25	14	23	15	20
Haus2	30	40	56	41	51	34
Haus3	25	25	15	30	23	44
Haus4	19	31	7	14	20	11
Haus5	17	17	7	13	9	12
Haus6	23	37	12	25	9	23
Haus7	102	88	63	77	122	89
Haus8	9	10	2	15	3	7
Havcr1	0	0	0	1	0	0
Havcr2	0	0	0	2	0	0
Hax1	37	46	38	46	47	54
Hba-a1	0	0	0	0	0	0
Hba-a2	0	0	0	0	0	0
Hba-x	0	0	0	0	0	0
Hbb-b1	0	0	0	0	0	0
Hbb-b2	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0
Hbb-y	0	0	0	0	0	0
Hbegf	20	29	29	82	27	48
Hbp1	241	251	392	221	288	283
Hbq1a	0	0	0	0	0	0
Hbq1b	0	0	0	0	0	0
Hbs1l	626	678	508	479	621	630
Hbxip	72	89	67	91	89	100
Hc	0	0	0	0	0	0
Hccs	43	51	42	45	50	62
Hcfc1	242	238	186	125	143	258
Hcfc1r1	195	178	97	156	165	145
Hcfc2	120	117	97	95	91	130
Hck	0	0	2	6	0	2
Hcls1	3	7	3	12	1	2
Hcn1	10	5	4	4	2	2
Hcn2	7	4	0	0	1	1
Hcn3	2	2	2	2	1	3
Hcn4	1	2	0	0	0	0
Hcrt	0	0	0	0	0	0
Hcrtr1	0	0	0	0	0	1
Hcrtr2	0	0	0	0	0	0
Hcst	1	0	0	3	0	0
Hdac1	8	14	14	9	9	7
Hdac10	155	188	127	104	151	125
Hdac11	542	835	511	428	571	664
Hdac2	244	270	263	252	268	332
Hdac3	216	269	187	158	231	260
Hdac4	29	26	24	12	24	11
Hdac5	297	364	99	130	163	207
Hdac6	81	56	58	44	53	81
Hdac7	16	6	3	15	2	7
Hdac8	23	36	36	33	30	30
Hdac9	2	0	1	6	1	2
Hdc	1	0	1	7	0	4
Hddc2	59	74	52	61	77	78
Hddc3	130	108	17	97	155	85
Hdgf	1033	1043	611	647	872	1033
Hdgfl1	0	0	0	0	0	0
Hdgfrp2	138	179	166	72	118	116
Hdgfrp3	3	7	4	19	8	8
Hdhd1a	0	0	0	0	0	0
Hdhd2	113	144	90	85	127	112
Hdhd3	37	38	13	21	52	33
Hdlbp	6292	6369	4699	3632	4699	5600
Hdx	0	0	0	0	0	0
Heatr1	153	107	149	84	93	180
Heatr2	36	63	40	51	35	47
Heatr3	170	165	190	133	165	246
Heatr5a	140	144	143	104	78	124
Heatr5b	81	59	50	51	67	63
Heatr6	42	70	33	32	42	48
Heatr7a	352	353	156	142	215	257
Heatr7b1	0	0	0	0	0	1
Heatr7b2	0	0	0	0	0	0
Heatr8	2	2	0	0	0	0
Hebp1	25	20	26	20	20	37
Hebp2	4	5	4	16	2	8
Heca	147	195	194	155	173	171
Hectd1	562	721	868	292	581	674
Hectd2	10	2	6	10	11	6
Hectd3	206	280	150	171	179	204
Hecw1	0	0	0	0	0	0
Hecw2	1	2	1	12	0	0
Heg1	8	9	11	27	5	7
Helb	44	65	26	20	52	30
Hells	27	11	2	25	5	21
Helq	50	50	32	39	36	53
Helt	0	0	0	0	0	0
Helz	88	86	67	44	33	85
Hemgn	0	0	0	0	0	0
Hemk1	120	71	68	65	64	131
Hemt1	0	0	0	0	0	0
Hepacam	0	0	0	0	0	0
Hepacam2	6	13	2	5	5	2
Heph	1	1	0	8	1	3
Hephl1	0	0	0	0	0	0
Herc1	360	402	336	253	205	365
Herc2	401	409	327	225	239	360
Herc3	73	56	36	34	59	41
Herc4	73	131	100	81	111	98
Herc6	16	9	3	13	9	23
Herpud1	2479	3564	4520	3201	2369	4774
Herpud2	156	194	208	141	185	201
Hes1	77	111	75	288	141	219
Hes2	0	0	0	0	0	0
Hes3	0	0	0	0	0	0
Hes5	0	0	0	0	0	0
Hes6	102	115	50	76	100	85
Hes7	19	12	3	10	3	2
Hesx1	0	0	0	1	0	0
Hexa	256	286	148	174	232	238
Hexb	19	22	11	38	12	23
Hexdc	19	32	8	17	11	26
Hexim1	172	155	72	109	114	136
Hexim2	1	2	6	6	8	4
Hey1	1	5	2	10	0	2
Hey2	0	2	0	0	0	2
Heyl	131	129	38	80	77	71
Hfe	5	6	11	7	8	3
Hfe2	0	0	0	0	0	0
Hfm1	0	0	0	0	0	0
Hgd	0	0	0	0	0	0
Hgf	0	0	0	0	0	0
Hgfac	1010	774	349	374	489	447
Hgs	96	106	58	71	61	128
Hgsnat	116	153	97	148	124	173
Hhat	3	2	2	3	0	7
Hhatl	2	1	0	0	1	1
Hhex	36	29	11	112	35	46
Hhip	0	1	0	0	0	0
Hhipl1	1	0	0	0	0	0
Hhipl2	0	0	0	0	0	0
Hhla1	0	0	0	0	0	0
Hiat1	600	682	787	533	643	726
Hiatl1	184	197	173	157	178	171
Hibadh	617	643	688	588	695	715
Hibch	374	368	417	403	516	417
Hic1	0	1	1	5	1	4
Hic2	19	13	9	9	7	19
Hif1a	194	187	255	258	177	313
Hif1an	243	316	269	201	200	268
Hif3a	3	3	28	1	3	1
Higd1a	23	16	13	14	18	30
Higd1b	0	0	0	0	0	0
Higd1c	0	0	0	0	0	0
Higd2a	242	212	146	178	201	210
Hils1	0	0	0	0	0	0
Hinfp	58	59	55	45	38	37
Hint1	517	621	462	563	614	784
Hint2	76	109	97	92	126	150
Hint3	94	89	83	102	111	84
Hip1	17	7	4	25	12	20
Hip1r	411	409	163	215	267	369
Hipk1	321	353	295	253	245	300
Hipk2	118	131	77	56	45	119
Hipk3	603	650	646	465	541	657
Hipk4	0	0	0	0	0	0
Hira	123	98	81	72	91	104
Hirip3	48	35	15	40	31	23
Hist1h1a	1	0	0	0	0	0
Hist1h1b	0	0	0	0	0	0
Hist1h1c	585	966	420	509	1004	512
Hist1h1d	21	49	3	2	36	11
Hist1h1e	17	16	4	10	21	10
Hist1h1t	0	0	0	0	0	0
Hist1h2aa	0	0	0	0	0	0
Hist1h2ab	0	1	0	0	0	0
Hist1h2ac	1	0	2	1	3	2
Hist1h2ad	0	0	0	0	0	0
Hist1h2ae	0	0	0	0	0	1
Hist1h2af	0	0	0	0	0	0
Hist1h2ag	0	0	0	0	0	0
Hist1h2ah	0	0	0	0	0	0
Hist1h2ai	0	1	0	0	0	0
Hist1h2ak	0	0	0	0	0	0
Hist1h2an	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	0
Hist1h2ap	0	0	0	0	0	0
Hist1h2ba	0	0	0	0	0	0
Hist1h2bb	2	1	0	0	1	0
Hist1h2bc	207	176	136	199	281	197
Hist1h2be	1	1	0	4	3	1
Hist1h2bf	0	0	0	0	0	0
Hist1h2bg	0	0	1	0	1	0
Hist1h2bh	0	0	1	0	0	0
Hist1h2bj	0	0	0	1	0	0
Hist1h2bk	0	0	0	0	0	0
Hist1h2bl	0	0	0	0	0	0
Hist1h2bm	0	0	0	0	0	1
Hist1h2bn	0	0	0	0	0	0
Hist1h2bp	0	0	0	0	0	0
Hist1h2bq	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0
Hist1h3a	0	0	0	0	0	0
Hist1h3b	0	0	0	0	0	0
Hist1h3c	0	0	0	0	0	0
Hist1h3d	0	1	0	0	0	0
Hist1h3e	0	0	0	0	0	1
Hist1h3f	1	0	0	1	1	1
Hist1h3g	0	0	0	0	1	0
Hist1h3h	0	1	0	0	0	0
Hist1h3i	0	0	0	0	0	0
Hist1h4a	0	0	0	0	0	0
Hist1h4b	0	0	0	0	0	0
Hist1h4c	2	0	0	0	1	2
Hist1h4d	1	0	0	0	0	0
Hist1h4f	0	0	0	0	0	0
Hist1h4h	6	7	0	0	4	3
Hist1h4i	3	5	0	2	2	3
Hist1h4j	1	0	0	0	0	0
Hist1h4k	0	0	0	0	0	0
Hist1h4m	0	0	0	0	0	0
Hist1h4n	0	0	0	0	0	0
Hist2h2aa1	0	0	0	0	0	0
Hist2h2aa2	0	0	0	0	0	0
Hist2h2ab	0	0	0	0	0	0
Hist2h2ac	0	0	0	0	0	0
Hist2h2bb	0	1	0	2	0	0
Hist2h2be	7	15	6	8	8	7
Hist2h3b	0	0	0	0	0	0
Hist2h3c1	53	109	51	55	124	63
Hist2h3c2-ps	13	19	18	18	24	12
Hist2h4	2	0	0	0	0	0
Hist3h2a	29	52	14	23	50	25
Hist3h2ba	0	1	0	0	1	0
Hist3h2bb-ps	0	1	0	0	1	0
Hist4h4	1	0	0	0	0	0
Hivep1	132	158	121	80	97	105
Hivep2	69	83	57	60	46	95
Hivep3	11	20	9	6	7	12
Hjurp	25	31	16	11	14	23
Hk1	45	9	16	23	23	29
Hk2	59	47	151	20	36	59
Hk3	0	0	4	6	1	1
Hkdc1	106	118	63	47	138	215
Hlcs	112	76	58	43	105	75
Hlf	1	6	2	4	6	1
Hltf	120	97	78	81	101	101
Hlx	4	0	2	2	0	1
Hmbox1	43	61	32	30	27	36
Hmbs	108	96	86	80	88	159
Hmcn1	0	0	1	5	1	1
Hmg20a	74	104	47	49	71	52
Hmg20b	73	66	30	33	80	74
Hmga1	0	1	0	0	0	0
Hmga1-rs1	0	0	0	0	0	0
Hmga2	0	0	0	0	0	0
Hmga2-ps1	1	0	0	0	0	2
Hmgb1	19	29	32	29	31	19
Hmgb1-rs17	0	0	0	0	0	0
Hmgb2	4	11	2	14	6	7
Hmgb3	4	6	3	8	8	14
Hmgb4	0	0	0	0	0	0
Hmgcl	101	123	96	91	125	98
Hmgcll1	2	4	1	1	3	5
Hmgcr	76	59	20	65	43	54
Hmgcs1	0	0	0	0	0	0
Hmgcs2	21	170	2821	86	134	436
Hmgn1	62	99	39	84	68	115
Hmgn2	10	21	5	12	19	24
Hmgn3	0	4	1	3	4	5
Hmgn5	97	99	83	113	111	74
Hmgxb3	101	105	83	71	62	118
Hmgxb4	125	126	69	94	92	95
Hmha1	19	6	7	34	2	5
Hmmr	35	41	5	24	16	13
Hmox1	25	46	30	17	32	44
Hmox2	141	179	117	169	183	170
Hmx1	0	0	0	0	0	0
Hmx2	0	0	0	0	0	0
Hmx3	0	0	0	0	0	0
Hn1	133	122	55	100	89	98
Hn1l	470	441	334	388	450	541
Hnf1a	107	110	62	44	58	79
Hnf1b	75	109	72	73	60	109
Hnf4a	243	460	246	177	400	224
Hnf4g	14	8	3	2	4	5
Hnmt	64	84	83	58	109	63
Hnrnpa0	245	288	208	230	300	292
Hnrnpa1	7	5	5	3	2	11
Hnrnpa2b1	1501	1191	995	1229	1145	1579
Hnrnpa3	77	51	54	70	79	81
Hnrnpab	987	869	826	784	870	1183
Hnrnpc	293	332	336	383	326	475
Hnrnpd	225	246	159	167	217	219
Hnrnpf	57	57	72	50	44	77
Hnrnph1	436	530	309	420	348	571
Hnrnph2	128	120	156	127	114	145
Hnrnph3	67	91	48	64	82	82
Hnrnpk	417	415	297	318	378	418
Hnrnpl	591	659	302	449	636	589
Hnrnpm	354	368	257	234	321	365
Hnrnpr	139	115	103	112	132	140
Hnrnpu	967	1024	940	836	977	1172
Hnrnpul1	352	385	192	163	244	314
Hnrnpul2	570	701	530	448	479	620
Hnrpdl	334	450	277	310	289	457
Hnrpll	150	158	122	144	155	160
Hoga1	8	3	3	9	4	2
Homer1	66	57	72	50	65	71
Homer2	966	1312	828	680	916	1018
Homer3	24	30	24	22	18	54
Homez	15	31	18	14	42	27
Hook1	1109	968	1041	764	750	943
Hook2	112	104	64	44	103	102
Hook3	88	90	69	68	68	87
Hopx	3	5	11	8	8	7
Hormad1	0	0	0	0	0	0
Hormad2	0	0	0	0	0	0
Hoxa1	0	0	0	0	0	1
Hoxa10	0	0	0	0	0	0
Hoxa11	0	0	0	0	0	0
Hoxa11as	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0
Hoxa2	0	0	0	1	0	0
Hoxa3	0	0	0	0	0	0
Hoxa4	0	0	0	1	0	0
Hoxa5	1	0	1	1	0	0
Hoxa6	0	0	0	0	0	0
Hoxa7	0	0	0	0	0	0
Hoxa9	0	1	0	0	0	0
Hoxb1	0	0	0	0	0	0
Hoxb13	0	0	0	0	0	0
Hoxb2	0	0	0	1	0	2
Hoxb3	0	1	0	3	0	0
Hoxb4	0	1	0	0	1	1
Hoxb5	0	0	1	0	0	0
Hoxb6	0	0	0	0	0	1
Hoxb7	1	0	0	3	2	1
Hoxb8	0	0	0	0	0	0
Hoxb9	1	0	0	0	0	0
Hoxc10	0	0	0	1	0	0
Hoxc11	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0
Hoxc13	0	0	0	0	0	0
Hoxc4	0	0	0	1	0	0
Hoxc5	0	0	0	0	0	0
Hoxc6	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0
Hoxc9	0	0	0	0	0	0
Hoxd1	0	0	0	0	0	0
Hoxd10	0	0	0	0	0	0
Hoxd11	0	0	0	0	0	0
Hoxd12	0	0	0	0	0	0
Hoxd13	0	0	0	0	0	0
Hoxd3	0	0	0	0	0	0
Hoxd4	0	0	0	0	0	0
Hoxd8	2	0	1	2	0	0
Hoxd9	0	0	0	2	0	0
Hp	5	0	14	4	1	6
Hp1bp3	439	605	490	331	442	409
Hpca	2	1	2	2	2	2
Hpcal1	223	227	132	126	192	193
Hpcal4	1	0	0	0	0	0
Hpd	0	0	0	0	0	0
Hpdl	13	7	7	10	7	10
Hpgd	3	16	111	12	34	21
Hpgds	0	2	3	3	0	1
Hpn	551	627	352	340	478	470
Hprt	195	177	131	187	195	209
Hps1	51	41	27	20	27	26
Hps3	98	100	103	83	80	94
Hps4	34	53	24	21	29	49
Hps5	62	71	48	43	53	74
Hps6	20	25	8	5	16	11
Hpse	4	0	5	1	1	0
Hpse2	0	0	0	0	0	0
Hpx	0	0	0	1	0	3
Hr	3	7	12	9	4	10
Hras1	195	198	128	141	153	177
Hrasls	0	0	0	1	1	0
Hrasls5	0	0	0	0	0	0
Hrc	0	0	0	1	0	0
Hrct1	0	0	0	0	0	0
Hrg	0	0	0	0	0	0
Hrh1	0	0	0	0	0	1
Hrh2	0	0	0	1	0	0
Hrh3	0	0	1	0	0	0
Hrh4	0	0	0	0	0	0
Hrk	1	3	1	0	0	0
Hrnr	0	0	0	0	0	0
Hrsp12	233	323	308	360	447	354
Hs1bp3	64	77	22	48	67	45
Hs2st1	253	241	176	216	191	230
Hs3st1	1	1	1	6	2	2
Hs3st2	0	0	0	0	0	0
Hs3st3a1	0	1	0	1	0	0
Hs3st3b1	197	246	183	107	177	159
Hs3st5	0	0	0	0	0	0
Hs3st6	24	23	9	9	23	20
Hs6st1	191	266	120	132	174	268
Hs6st2	11	19	2	35	6	14
Hs6st3	0	1	0	2	0	0
Hsbp1	396	481	341	402	402	466
Hsbp1l1	166	203	164	140	201	163
Hscb	29	21	33	22	31	24
Hsd11b1	1	0	0	22	0	7
Hsd11b2	0	0	0	0	1	0
Hsd17b1	1	2	1	2	0	0
Hsd17b10	392	445	292	330	378	481
Hsd17b11	153	107	59	130	103	140
Hsd17b12	168	114	78	144	130	132
Hsd17b13	3776	4029	1558	3166	3671	3524
Hsd17b14	0	1	1	5	0	0
Hsd17b2	0	0	0	0	0	0
Hsd17b3	0	0	0	0	0	0
Hsd17b4	200	224	167	157	216	160
Hsd17b6	0	0	0	0	0	0
Hsd17b7	46	27	11	18	25	22
Hsd3b1	0	0	0	0	0	0
Hsd3b2	0	5	0	1	3	2
Hsd3b3	0	0	0	0	0	0
Hsd3b4	0	0	0	0	0	0
Hsd3b5	0	0	0	0	0	0
Hsd3b6	0	0	0	0	0	0
Hsd3b7	269	182	195	187	215	236
Hsdl1	91	146	67	85	96	93
Hsdl2	77	95	72	73	97	110
Hsf1	61	98	57	58	57	94
Hsf2	39	54	17	46	52	46
Hsf2bp	18	15	2	16	14	9
Hsf3	0	0	0	0	0	0
Hsf4	14	15	9	6	9	7
Hsf5	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0
Hsh2d	0	0	0	2	0	2
Hsp90aa1	211	196	228	274	187	335
Hsp90ab1	2043	2615	1706	1675	1896	3320
Hsp90b1	3589	2978	3523	3634	2844	5176
Hspa12a	5	3	0	4	2	0
Hspa12b	3	7	0	6	0	2
Hspa13	582	350	430	432	348	516
Hspa14	52	43	49	50	57	56
Hspa1a	8	1	26	11	5	37
Hspa1b	23	0	49	26	7	80
Hspa1l	0	1	0	0	0	0
Hspa2	9	8	2	13	8	5
Hspa4	548	522	572	441	459	668
Hspa4l	36	41	36	39	27	42
Hspa5	8059	6207	8820	9082	6127	15516
Hspa8	290	473	325	370	342	431
Hspa9	1433	1434	1113	1157	1111	1824
Hspb1	53	49	23	30	51	90
Hspb11	6	14	15	19	12	23
Hspb2	1	2	3	1	1	3
Hspb3	3	5	1	1	3	2
Hspb6	118	60	15	40	32	29
Hspb7	0	0	0	0	0	0
Hspb8	242	236	180	167	213	258
Hspb9	0	0	0	0	0	0
Hspbap1	7	11	17	4	8	20
Hspbp1	75	62	52	64	61	72
Hspd1	252	214	193	195	192	340
Hspe1	85	106	95	142	97	180
Hspg2	113	78	44	124	30	83
Hsph1	100	136	195	128	114	234
Htatip2	60	41	36	38	69	42
Htatsf1	340	327	258	267	314	306
Htr1a	0	0	0	0	0	0
Htr1b	0	0	0	0	0	0
Htr1d	0	0	0	0	0	0
Htr1f	0	0	0	0	0	0
Htr2a	0	0	0	1	0	1
Htr2b	0	0	0	0	0	0
Htr2c	0	0	0	0	0	0
Htr3a	6	0	0	7	2	0
Htr3b	0	0	0	0	0	0
Htr4	0	0	0	0	0	0
Htr5a	0	0	1	0	0	0
Htr5b	0	0	0	0	0	1
Htr6	0	0	0	0	0	0
Htr7	0	0	0	0	0	0
Htra1	33	25	14	49	16	25
Htra2	371	314	200	258	302	351
Htra3	11	5	5	28	0	16
Htra4	0	0	0	2	2	0
Htt	133	152	86	83	57	138
Hunk	1	1	0	3	1	1
Hus1	86	92	70	92	82	111
Hus1b	0	3	0	0	0	0
Huwe1	928	923	704	522	529	811
Hvcn1	8	7	5	25	0	2
Hyal1	22	30	8	18	16	28
Hyal2	47	66	40	34	62	62
Hyal3	3	18	2	10	13	8
Hyal4	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0
Hyal6	0	0	0	0	0	0
Hydin	0	0	0	0	0	0
Hyi	7	12	6	19	15	14
Hyls1	10	16	11	8	12	13
Hyou1	2340	1694	1951	1458	1266	2439
I830012O16Rik	0	1	0	2	1	2
I830077J02Rik	0	0	0	0	0	0
Iah1	365	489	190	284	506	372
Iapp	381	907	53	94	529	226
Iars	634	639	568	348	521	639
Iars2	272	307	228	222	281	286
Ibsp	0	0	0	0	0	0
Ibtk	523	447	459	345	340	500
Ica1	388	363	347	317	335	423
Ica1l	0	0	0	1	1	0
Icam1	6	3	11	79	4	25
Icam2	2	2	2	6	0	4
Icam4	0	0	0	0	0	0
Icam5	0	0	0	0	0	0
Ick	159	186	129	83	140	133
Icmt	199	222	166	146	160	208
Icos	3	2	0	21	0	2
Icosl	2	3	1	9	0	1
Ict1	135	142	86	142	162	148
Id1	2	3	1	10	1	3
Id2	79	107	100	128	99	124
Id3	1	5	2	15	5	1
Id4	1	1	1	1	0	0
Ide	679	770	858	392	448	510
Idh1	296	323	257	274	330	286
Idh2	1239	1216	705	794	1131	924
Idh3a	280	217	106	196	210	198
Idh3b	429	444	436	345	476	494
Idh3g	479	538	422	420	549	547
Idi1	6	0	3	7	1	0
Idi2	0	0	0	0	0	0
Ido1	0	0	0	0	0	0
Ido2	0	0	0	0	0	0
Ids	213	218	120	175	183	172
Idua	48	75	31	37	48	54
Ier2	879	1840	592	886	1071	1381
Ier3	38	58	17	126	29	106
Ier3ip1	249	209	200	224	244	263
Ier5	40	23	19	39	26	45
Ier5l	1	3	1	0	2	0
Iffo1	0	3	0	1	1	0
Iffo2	204	239	118	137	180	211
Ifi202b	0	0	4	0	0	0
Ifi203	3	3	5	16	2	5
Ifi204	7	0	5	11	0	6
Ifi205	2	2	4	7	0	7
Ifi27l1	1938	1316	682	1195	1597	2719
Ifi27l2a	10	3	4	17	3	25
Ifi27l2b	44	11	9	20	27	68
Ifi30	195	254	143	135	216	166
Ifi35	47	48	28	33	42	79
Ifi44	6	1	3	16	1	18
Ifi47	4	5	0	17	3	2
Ifih1	52	35	14	43	42	68
Ifit1	5	1	5	18	2	16
Ifit2	7	5	2	25	3	11
Ifit3	7	2	0	7	2	5
Ifitm1	2	0	0	8	1	2
Ifitm2	267	171	153	222	262	307
Ifitm3	822	313	342	608	621	1437
Ifitm5	0	0	0	0	0	0
Ifitm6	0	1	0	1	0	2
Ifitm7	0	0	0	0	0	0
Ifltd1	0	0	0	0	0	0
Ifna1	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0
Ifna12	0	0	0	0	0	0
Ifna13	0	0	0	0	0	0
Ifna14	0	0	0	0	0	0
Ifna2	0	0	0	0	0	0
Ifna4	0	0	0	0	0	0
Ifna5	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0
Ifna9	0	0	0	0	0	0
Ifnab	0	0	0	0	0	0
Ifnar1	79	100	83	80	71	116
Ifnar2	92	74	58	81	92	100
Ifnb1	0	0	0	2	0	0
Ifne	0	0	0	0	0	0
Ifng	0	0	0	1	0	0
Ifngr1	53	65	52	102	56	58
Ifngr2	98	121	74	94	139	92
